,A,Z,W
25293,1392887215,1392985430,2
25294,1392115605,1392251373,2
25295,1392293829,1392313930,2
25296,1392313930,1392643881,2
25297,1392251373,1392339287,2
25298,1392643881,1392290615,2
25299,1392985430,1392936646,2
25300,1392081193,1392339287,2
25301,1392339287,1392098659,2
25302,1392290615,1392666259,2
25303,1392666259,1392471298,2
25304,1392098659,1392832835,2
25305,1392521875,1392037074,2
25306,1036858004,1036323110,2
25307,1392671725,1392030464,2
25308,1392037074,1392471298,2
25309,1392936646,1392832835,2
25310,1156267144,1643752363,4
25311,1392471298,1392682766,2
25312,1643832017,1643747678,2
25313,1392832835,1392416444,2
25314,1643001263,1643747678,2
25315,1156404715,1643548797,4
25316,1392416444,1392671270,2
25317,1392671270,1392956813,2
25318,1643978240,1643747678,2
25319,1392956813,1392032573,2
25320,1392032573,1392843750,2
25321,1392843750,1392671781,2
25322,1392671781,1392723053,2
25323,1036323110,1036104272,2
25324,1392030464,1392184583,2
25325,1392723053,1392373695,4
25326,1643747678,1643752363,2
25327,1392208267,1392674556,2
25328,1643752363,1643144321,2
25329,1392674556,1392217388,2
25330,1392373695,1392696742,2
25331,1392184583,1392299364,2
25332,1392696742,1392868298,2
25333,1392868298,1392991987,4
25334,1392217388,1392976487,2
25335,1392682766,1392912259,2
25336,1392991987,1392464732,2
25337,1392976487,1392849626,2
25338,1392849626,1392691084,2
25339,1392691084,1392220893,4
25340,1392912259,1392013071,2
25341,1392464732,1392241539,2
25342,1360221504,1585525081,4
25343,1392299364,1392692238,4
25344,1392220893,1392744694,2
25345,1392744694,1392801732,2
25346,1643943494,1643306858,2
25347,1392714419,1392341787,2
25348,1643144321,1643093138,2
25349,1392241539,1392428941,2
25350,1643548797,1643534912,2
25351,1156161638,1643722124,4
25352,1392801732,1392903707,2
25353,1392428941,1392886423,2
25354,1392341787,1392822358,2
25355,1643328181,1643862307,4
25356,1392692238,1392354466,2
25357,1643537193,1643534912,2
25358,1392903707,1392682431,2
25359,1392886423,1392551602,4
25360,1392354466,1392750514,2
25361,1392822358,1392551602,4
25362,1392750514,1392391989,2
25363,1392035701,1392787592,2
25364,1643534912,1392930105,4
25365,1392572991,1392787592,2
25366,1392682431,1392669247,2
25367,1392787592,1392013071,2
25368,1392391989,1392889589,2
25369,1392551602,1392085500,2
25370,1643386560,1643604003,2
25371,1643722124,1643306858,2
25372,1392013071,1392086071,4
25373,1392000586,1392085500,2
25374,1392904313,1392939800,2
25375,1392889589,1392359185,2
25376,1392085500,1392939800,2
25377,1392086071,1392020842,2
25378,1392939800,1392665556,2
25379,1392020842,1392875978,2
25380,1392669247,1392897802,2
25381,1036725988,1036942792,2
25382,1643306858,1643608189,2
25383,1392665556,1392761843,2
25384,1392897802,1392517231,2
25385,1392359185,1392820005,2
25386,1392761843,1392954750,4
25387,1392517231,1392427161,4
25388,1036830397,1036104272,2
25389,1643773533,1643532310,2
25390,1392875978,1392826132,2
25391,1392954750,1392920586,2
25392,1392920586,1392427161,4
25393,1392820005,1392257762,2
25394,1392427161,1392016671,2
25395,1360451991,1036942792,4
25396,1392826132,1392795984,4
25397,1392389367,1392896537,2
25398,1392016671,1392896537,2
25399,1036134944,1036743246,2
25400,1392257762,1392416969,2
25401,1392416969,1392109528,2
25402,1643608189,1643608053,2
25403,1156196485,1643093138,4
25404,1392109528,1392645167,2
25405,1392577247,1392000469,2
25406,1392000469,1392896537,2
25407,1392896537,1392132001,2
25408,1392141128,1392795984,4
25409,1392132001,1392582566,2
25410,1585174728,1585892017,2
25411,1392537815,1392858240,2
25412,1643532310,1643197422,2
25413,1392582566,1392922621,2
25414,1392795984,1392858240,2
25415,1392858240,1392492030,2
25416,1392492030,1392907296,4
25417,1585525081,1585892017,2
25418,1585892017,1360911386,4
25419,1392645167,1392135908,2
25420,1643604003,1643953506,2
25421,1643608053,1643093138,2
25422,1392817826,1392135908,2
25423,1392922621,1392189230,4
25424,1392135908,1392216318,2
25425,1392189230,1392000137,4
25426,1392948535,1392079615,2
25427,1392000137,1392978082,4
25428,1643093138,1392185256,4
25429,1643175363,1643243118,2
25430,1392542577,1392651383,2
25431,1392295524,1392801118,2
25432,1392651383,1392294652,2
25433,1392907296,1392564881,2
25434,1392420914,1392564881,2
25435,1392978082,1392114116,4
25436,1643197422,1643340100,2
25437,1392216318,1392353780,2
25438,1392564881,1392061989,2
25439,1392294652,1392208953,2
25440,1392079615,1392493731,2
25441,1392493731,1392995608,4
25442,1392801118,1392353780,2
25443,1036942792,1036260794,2
25444,1392061989,1392193996,2
25445,1643639466,1643243118,2
25446,1392353780,1392343755,2
25447,1392208953,1392214761,2
25448,1392114116,1392995608,4
25449,1392728798,1392214761,2
25450,1392995608,1392384479,2
25451,1392193996,1392507322,2
25452,1392214761,1392703742,2
25453,1392366184,1392291253,2
25454,1392384479,1392188564,2
25455,1392478155,1392188564,2
25456,1392291253,1392873836,2
25457,1643315253,1643243118,2
25458,1392188564,1392948850,4
25459,1392419823,1392948850,4
25460,1392507322,1392655829,2
25461,1360322221,1360911386,2
25462,1392948850,1392702415,2
25463,1392343755,1392050824,2
25464,1392873836,1392173163,2
25465,1643147456,1392973238,4
25466,1392702415,1392727709,2
25467,1392173163,1392283998,2
25468,1392763646,1392918777,2
25469,1392655829,1392081561,2
25470,1643340100,1643862307,4
25471,1643953506,1643012685,2
25472,1392943074,1392117396,4
25473,1392117396,1392727709,2
25474,1392918777,1392283998,2
25475,1392727709,1392993634,4
25476,1392993634,1392390581,2
25477,1392283998,1392516369,2
25478,1392825221,1392292420,2
25479,1392292420,1392219533,2
25480,1392067385,1392309686,2
25481,1392219533,1392146541,2
25482,1392146541,1392797096,2
25483,1392081561,1392839743,2
25484,1392390581,1392520831,4
25485,1392797096,1392461116,2
25486,1392530261,1392309686,2
25487,1392516369,1392839743,2
25488,1392461116,1392148678,2
25489,1392309686,1392944914,2
25490,1392839743,1392686221,2
25491,1392050824,1392000087,2
25492,1392622735,1392164106,4
25493,1392944914,1392711904,2
25494,1392711904,1392169878,2
25495,1392148678,1392428784,2
25496,1392703742,1392301953,2
25497,1392178653,1392520831,4
25498,1392520831,1392428784,2
25499,1392686221,1392169878,2
25500,1392169878,1392404351,2
25501,1392428784,1392164106,4
25502,1392799101,1392404351,2
25503,1392164106,1392082200,2
25504,1392404351,1392926898,2
25505,1036558150,1036035341,2
25506,1392000087,1392056382,2
25507,1392926898,1392893621,2
25508,1392082200,1392932001,2
25509,1392937175,1392205770,2
25510,1392932001,1392205770,2
25511,1392301953,1392123261,2
25512,1392205770,1392288149,2
25513,1392048667,1392717059,2
25514,1360911386,1036529327,4
25515,1643012685,1643862307,4
25516,1392056382,1392190380,2
25517,1392288149,1392117204,2
25518,1036529327,1036260794,2
25519,1392123261,1392393815,2
25520,1392929907,1392897510,4
25521,1392117204,1392221443,2
25522,1392897510,1392167205,2
25523,1392157496,1392167205,2
25524,1392167205,1392794270,2
25525,1392717059,1392812033,2
25526,1392190380,1392812033,2
25527,1392812033,1392221443,2
25528,1392221443,1392983834,2
25529,1036035341,1036260794,2
25530,1392983834,1392301201,2
25531,1392027459,1392794270,2
25532,1392180005,1392840575,2
25533,1392794270,1392840575,2
25534,1392082102,1392893621,2
25535,1392136117,1392198395,4
25536,1392301201,1392727505,2
25537,1392893621,1392000398,2
25538,1392110591,1392018722,2
25539,1392840575,1392684679,4
25540,1392913924,1392198395,4
25541,1392043863,1392727505,2
25542,1392727505,1392769362,2
25543,1392198395,1392018722,2
25544,1392269681,1392244952,2
25545,1392684679,1392195926,2
25546,1392598380,1392622247,2
25547,1392018722,1392254584,2
25548,1392622247,1392097787,4
25549,1392769362,1392337002,2
25550,1392426434,1392195926,2
25551,1392000398,1392578597,2
25552,1392195926,1392978695,2
25553,1392254584,1392244952,2
25554,1392244952,1392146454,2
25555,1392337002,1392097787,4
25556,1392097787,1392578597,2
25557,1392246998,1392431449,4
25558,1392860202,1392884993,2
25559,1392019493,1392379530,4
25560,1392146454,1392439011,2
25561,1036392822,1036961366,2
25562,1392379530,1392765544,2
25563,1392981052,1392068005,2
25564,1392719168,1392770958,2
25565,1392068005,1392024893,2
25566,1392578597,1392978695,2
25567,1392439011,1392360419,2
25568,1392292278,1392431449,4
25569,1392360419,1392765544,2
25570,1392765544,1392770958,2
25571,1392978695,1392770958,2
25572,1392185523,1392414671,2
25573,1360525797,1036538171,6
25574,1392449990,1392431449,4
25575,1643243118,1643862307,4
25576,1392884993,1392926688,2
25577,1392393815,1392363594,2
25578,1036921929,1036743246,2
25579,1392770958,1392431449,4
25580,1392926688,1392923149,2
25581,1392363594,1392860759,2
25582,1392407472,1392203165,2
25583,1392393169,1392923149,2
25584,1392159452,1392006188,2
25585,1392870664,1392620119,2
25586,1392431449,1392703321,2
25587,1392414671,1392754231,2
25588,1392258347,1392754231,2
25589,1392860759,1392819275,2
25590,1392819275,1392425838,2
25591,1392620119,1392081830,2
25592,1643862307,1643988786,2
25593,1392203165,1392999336,2
25594,1392923149,1392198191,2
25595,1392999336,1392703321,2
25596,1392703321,1392028874,2
25597,1392754231,1392059150,2
25598,1392198191,1392599630,2
25599,1392425838,1392081830,2
25600,1392777604,1392537302,2
25601,1392081830,1392192403,2
25602,1392028874,1392899702,2
25603,1392059150,1392000560,4
25604,1392192403,1392862345,4
25605,1392599630,1392537302,2
25606,1392899702,1392224930,2
25607,1392537302,1392224930,2
25608,1392498272,1392862345,4
25609,1036260794,1036945368,2
25610,1392862345,1392024893,2
25611,1392243074,1392024893,2
25612,1392224930,1392283682,2
25613,1392467496,1392006188,2
25614,1392024893,1392297078,2
25615,1392000560,1392722248,2
25616,1392006188,1392764709,2
25617,1392283682,1392686294,2
25618,1392722248,1392968736,2
25619,1392297078,1392482960,4
25620,1392482960,1392881893,2
25621,1392686294,1392764709,2
25622,1392968736,1392959152,2
25623,1392488920,1392881893,2
25624,1392959152,1392314083,2
25625,1392764709,1392226730,2
25626,1392881893,1392174500,4
25627,1036961366,1036571606,2
25628,1036743246,1036571606,2
25629,1392174500,1392276481,2
25630,1036945368,1036571606,2
25631,1392226730,1392103734,2
25632,1392979595,1392276481,2
25633,1392314083,1392603439,4
25634,1392088261,1392865065,2
25635,1392276481,1392101705,2
25636,1392101705,1392373962,4
25637,1392103734,1392438911,2
25638,1392865065,1392757253,2
25639,1392757253,1392787606,2
25640,1392438911,1392422546,2
25641,1392508735,1392835805,2
25642,1392422546,1392044975,2
25643,1392373962,1392835805,2
25644,1392044975,1392835805,2
25645,1036571606,1036530325,2
25646,1392835805,1392189773,2
25647,1392787606,1392331994,2
25648,1392189773,1392143893,2
25649,1036815011,1036956849,2
25650,1392319177,1392331994,2
25651,1583511563,1036538171,6
25652,1392143893,1392154343,2
25653,1643586492,1643472801,2
25654,1392071838,1392438902,2
25655,1392603439,1392723213,2
25656,1392331994,1392723213,2
25657,1392040772,1392569740,2
25658,1392438902,1392154343,2
25659,1392098374,1392569740,2
25660,1392723213,1392708424,2
25661,1392708424,1392139023,2
25662,1392154343,1392305904,2
25663,1392569740,1392235505,4
25664,1392890981,1392139023,2
25665,1392139023,1392784382,2
25666,1392235505,1392148578,2
25667,1392309481,1392952559,2
25668,1392409307,1392307565,2
25669,1392305904,1392706783,2
25670,1392148578,1392347988,2
25671,1392952559,1392307565,2
25672,1392307565,1392697533,2
25673,1392784382,1392960848,2
25674,1392706783,1392960848,2
25675,1036842122,1036952732,2
25676,1036538171,1036530325,2
25677,1036536547,1036708974,2
25678,1392347988,1392249213,4
25679,1392960848,1392957874,2
25680,1392249213,1392909115,2
25681,1036309493,1036952732,2
25682,1392044124,1392155353,2
25683,1392566701,1392155353,2
25684,1392945278,1392639316,2
25685,1392697533,1392398648,2
25686,1392803827,1392915660,2
25687,1036104272,1036952732,2
25688,1392957874,1392987761,2
25689,1036530325,1036708974,2
25690,1392479949,1392453323,2
25691,1392614505,1392639316,2
25692,1392639316,1392000076,2
25693,1036708974,1036345943,2
25694,1392909115,1392924607,2
25695,1392924607,1392155353,2
25696,1392876311,1392334632,2
25697,1392398648,1392602835,2
25698,1392351063,1392226506,2
25699,1392155353,1392100965,2
25700,1392453323,1392100965,2
25701,1392915660,1392932108,2
25702,1392932108,1392226506,2
25703,1036952732,1036345943,2
25704,1392334632,1392105662,2
25705,1392567991,1392105662,2
25706,1392987761,1392333295,4
25707,1392226506,1392105662,2
25708,1392480203,1392427702,2
25709,1392913753,1392115612,2
25710,1392000076,1392850139,2
25711,1392333295,1392850139,2
25712,1392990970,1392192684,2
25713,1392889256,1392295769,2
25714,1392105662,1392100965,2
25715,1392100965,1392832217,2
25716,1392514585,1392295769,2
25717,1392115612,1392427702,2
25718,1392602835,1392172935,4
25719,1392832217,1392564179,2
25720,1392295769,1392523691,2
25721,1392192684,1392427702,2
25722,1392523691,1392689992,2
25723,1392427702,1392689992,2
25724,1392417076,1392850139,2
25725,1392762928,1392439704,2
25726,1392850139,1392571441,2
25727,1392564179,1392897605,2
25728,1392689992,1392269744,2
25729,1392269744,1392342585,2
25730,1392897605,1392224035,2
25731,1036345943,1036445634,2
25732,1392575345,1392153436,2
25733,1392571441,1392500750,2
25734,1392270849,1392749897,2
25735,1392027157,1392302813,2
25736,1392153436,1392749897,2
25737,1392342585,1392311050,4
25738,1392928065,1392522298,4
25739,1392302813,1392984149,2
25740,1392172935,1392041019,2
25741,1392673347,1392967248,4
25742,1392749897,1392041019,2
25743,1392681016,1392984149,2
25744,1036445634,1036261175,2
25745,1392984149,1392196288,2
25746,1392311050,1392346493,4
25747,1036830335,1036680924,2
25748,1392041019,1392686410,2
25749,1392224035,1392365792,2
25750,1392522298,1392676251,2
25751,1392967248,1392788615,4
25752,1392676251,1392346493,4
25753,1392092262,1392233405,2
25754,1392500750,1392815268,2
25755,1392661533,1392752018,2
25756,1392196288,1392771396,2
25757,1392686410,1392042507,2
25758,1392365792,1392771396,2
25759,1392771396,1392425295,2
25760,1392346493,1392772700,2
25761,1392313741,1392193917,2
25762,1392752018,1392340764,4
25763,1392439704,1392370709,4
25764,1392042507,1392309515,2
25765,1392233405,1392034645,2
25766,1392309515,1392193917,2
25767,1392788615,1392469032,4
25768,1392092333,1392370709,4
25769,1392815268,1392690560,2
25770,1392469032,1392017719,4
25771,1392193917,1392034645,2
25772,1036680924,1036512474,2
25773,1392034645,1392340764,4
25774,1392340764,1392859111,2
25775,1392370709,1392692794,4
25776,1392955865,1392934140,2
25777,1392425295,1392754858,2
25778,1392825080,1392078110,2
25779,1036386100,1036672657,2
25780,1643472801,1643780649,2
25781,1392078110,1392859111,2
25782,1392326410,1392754858,2
25783,1392859111,1392023081,2
25784,1392994259,1392772700,2
25785,1392754858,1392046664,4
25786,1392692794,1392889022,2
25787,1392730385,1392690560,2
25788,1392690560,1392384497,2
25789,1392220561,1392442008,2
25790,1392889022,1392685764,4
25791,1392772700,1392023081,2
25792,1036956849,1036115980,2
25793,1392791927,1392660923,2
25794,1392442008,1392179278,2
25795,1392023081,1392017719,4
25796,1392179278,1392118339,4
25797,1392046664,1392163993,2
25798,1392384497,1392642279,2
25799,1392163993,1392294890,2
25800,1392118339,1392879600,4
25801,1392017719,1392735490,2
25802,1392916319,1392337140,2
25803,1392294890,1392337140,2
25804,1392642279,1392337140,2
25805,1392337140,1392934140,2
25806,1392735490,1392975133,4
25807,1392685764,1392000470,2
25808,1392782537,1392653831,2
25809,1392720735,1392499681,2
25810,1392879600,1392000470,2
25811,1392000470,1392975133,4
25812,1392934140,1392687302,2
25813,1392975133,1392354483,4
25814,1392499681,1392687302,2
25815,1392660923,1392551265,2
25816,1392687302,1392430282,4
25817,1392624469,1392919858,2
25818,1392653831,1392946585,2
25819,1392430282,1392883192,2
25820,1392606124,1392883192,2
25821,1392827163,1392398873,2
25822,1392122083,1392506125,4
25823,1392551265,1392034271,2
25824,1392354483,1392319161,2
25825,1392883192,1392321461,2
25826,1392935450,1392418961,2
25827,1392418961,1392185256,2
25828,1392563124,1392224794,2
25829,1392515382,1392464033,2
25830,1392319161,1392642525,4
25831,1392034271,1392076347,4
25832,1392185256,1392722230,2
25833,1036261175,1036932780,2
25834,1392321461,1392801760,2
25835,1392021641,1392187288,2
25836,1392464033,1392398873,2
25837,1392224794,1392946585,2
25838,1392722230,1392952105,2
25839,1392506125,1392821453,2
25840,1392930105,1392728665,2
25841,1392946585,1392933042,2
25842,1036512474,1036672657,2
25843,1392801760,1392076347,4
25844,1392398873,1392553484,2
25845,1392642525,1392505502,4
25846,1392728665,1392175644,2
25847,1392175644,1392973238,2
25848,1392906156,1392000342,2
25849,1392821453,1392881381,2
25850,1392031620,1392787574,2
25851,1392518219,1392952105,2
25852,1392076347,1392505502,4
25853,1392100062,1392759497,2
25854,1392133166,1392841957,2
25855,1392505502,1392787574,2
25856,1392759497,1392167256,4
25857,1392973238,1392933042,2
25858,1392553484,1392895244,2
25859,1392541992,1392280086,2
25860,1392471359,1392953593,2
25861,1392052641,1392129688,4
25862,1392952105,1392107144,4
25863,1392953593,1392922950,2
25864,1392933042,1392272573,2
25865,1392645142,1392787574,2
25866,1392000342,1392006213,2
25867,1392787574,1392006213,2
25868,1392919858,1392881381,2
25869,1392841957,1392054909,2
25870,1392820312,1392006213,2
25871,1392922950,1392150237,2
25872,1392006213,1392107144,4
25873,1392112466,1392150237,2
25874,1392976539,1392000708,2
25875,1392000708,1392280086,2
25876,1392280086,1392881381,2
25877,1392895244,1392539732,2
25878,1392929073,1392187288,2
25879,1392107144,1392187288,2
25880,1392129688,1392188897,2
25881,1392232626,1392253106,2
25882,1392167256,1392798686,2
25883,1392253106,1392881381,2
25884,1392272573,1392150237,2
25885,1392965168,1392730678,2
25886,1392480551,1392187288,2
25887,1392512633,1392611314,2
25888,1392150237,1392730678,2
25889,1392187288,1392650159,2
25890,1392054677,1392216588,2
25891,1392962266,1392730678,2
25892,1392881381,1392633195,2
25893,1392730678,1392230730,2
25894,1392611314,1392687208,2
25895,1392798686,1392096688,2
25896,1392096688,1392651190,2
25897,1392054909,1392188897,2
25898,1643490098,1643037289,2
25899,1392151200,1392922842,2
25900,1392439756,1392891031,2
25901,1392687208,1392474659,2
25902,1392838148,1392891031,2
25903,1392891031,1392539732,2
25904,1392188897,1392535901,2
25905,1643037289,1392245778,4
25906,1392225442,1392675180,4
25907,1392308767,1392354218,2
25908,1392216588,1392474659,2
25909,1392651190,1392474659,2
25910,1392068234,1392474659,2
25911,1392044206,1392354218,2
25912,1392230730,1392769533,2
25913,1392300081,1392597662,2
25914,1392633195,1392964767,2
25915,1392255901,1392537300,2
25916,1392179230,1392702737,2
25917,1392964767,1392742964,2
25918,1392474659,1392597662,2
25919,1392539732,1392000308,2
25920,1392354218,1392860584,2
25921,1392535901,1392702737,2
25922,1392597662,1392702737,2
25923,1392742964,1392675180,4
25924,1392447005,1392000308,2
25925,1392389398,1392568918,2
25926,1392922842,1392513684,2
25927,1392675180,1392568918,2
25928,1392798246,1392717466,2
25929,1392512191,1392794397,2
25930,1392537300,1392717466,2
25931,1392717466,1392411470,2
25932,1392717520,1392884972,2
25933,1360904439,1036098836,4
25934,1392568918,1392089091,2
25935,1392411470,1392894446,2
25936,1392769533,1392650159,2
25937,1392000308,1392860584,2
25938,1392650159,1392593569,2
25939,1392513684,1392037492,2
25940,1392037492,1392906263,2
25941,1392736759,1392658620,2
25942,1392658620,1392794397,2
25943,1392665227,1392502635,2
25944,1392986792,1392908453,2
25945,1392794397,1392919322,2
25946,1392570027,1392454467,2
25947,1392642502,1392702737,2
25948,1392906263,1392502635,2
25949,1392884972,1392617948,2
25950,1392702737,1392454467,2
25951,1036672657,1036156498,2
25952,1392919322,1392195240,2
25953,1392617948,1392502635,2
25954,1392374973,1392145167,2
25955,1392794380,1392129975,2
25956,1392134860,1392145167,2
25957,1392195240,1392145167,2
25958,1392908453,1392592116,2
25959,1392089091,1392996342,2
25960,1392454467,1392652565,2
25961,1392257761,1392083898,4
25962,1392839223,1392502635,2
25963,1392282662,1392502635,2
25964,1392502635,1392634524,2
25965,1392880554,1392592116,2
25966,1036554717,1036764173,2
25967,1392860584,1392158088,4
25968,1392346235,1392634524,2
25969,1392803608,1392158088,4
25970,1392145167,1392092741,2
25971,1392000277,1392592116,2
25972,1392634524,1392480384,2
25973,1392936047,1392802025,2
25974,1392772650,1392592116,2
25975,1392592116,1392509915,2
25976,1360517692,1036932780,4
25977,1392652565,1392537608,2
25978,1392708558,1392129975,2
25979,1392802025,1392698850,2
25980,1643026765,1643415310,2
25981,1036098836,1036121853,2
25982,1392083898,1392509915,2
25983,1392092741,1392168361,2
25984,1392245778,1392190850,2
25985,1392273720,1392278934,2
25986,1392129975,1392278934,2
25987,1036115980,1036121853,2
25988,1392278934,1392158088,4
25989,1036932780,1036121853,2
25990,1643988786,1643719954,2
25991,1392190850,1392363448,2
25992,1392488669,1392905802,2
25993,1392509915,1392168361,2
25994,1036121853,1036654340,2
25995,1036926106,1598669271,4
25996,1392230009,1392996342,2
25997,1392457903,1392168361,2
25998,1392480384,1392168361,2
25999,1392158088,1392894446,2
26000,1392168361,1392698850,2
26001,1392996342,1392698850,2
26002,1392363448,1392903558,2
26003,1392151264,1392698850,2
26004,1392259868,1392537608,2
26005,1392894446,1392903558,2
26006,1392537608,1392952545,2
26007,1392240421,1392722896,2
26008,1392698850,1392593569,2
26009,1392903558,1392666013,2
26010,1392427072,1392382825,2
26011,1392722896,1392087821,2
26012,1392905802,1392073512,2
26013,1392007825,1392981957,4
26014,1392073512,1392981957,4
26015,1392087821,1392976895,2
26016,1392690088,1392826391,2
26017,1392967427,1392078638,2
26018,1392826391,1392244776,2
26019,1392981957,1392952545,2
26020,1392382825,1392976895,2
26021,1392716252,1392470544,2
26022,1392952545,1392882660,2
26023,1392177200,1392384377,2
26024,1392470544,1392384377,2
26025,1392976895,1392191294,2
26026,1392705600,1392191294,2
26027,1392741013,1392078638,2
26028,1598534040,1036501067,4
26029,1598892363,1036463286,4
26030,1392384377,1392211075,2
26031,1392382929,1392000195,4
26032,1392000195,1392191294,2
26033,1392327130,1392593569,2
26034,1392268760,1392220933,4
26035,1392191294,1392014962,2
26036,1392593569,1392244776,2
26037,1392014962,1392882660,2
26038,1036216956,1036412066,2
26039,1392723776,1392078638,2
26040,1392078638,1392589485,2
26041,1392987572,1392226078,2
26042,1392220933,1392211075,2
26043,1392760442,1392277310,2
26044,1036439594,1036624348,2
26045,1392226078,1392244776,2
26046,1392211075,1392882660,2
26047,1392820591,1392691701,2
26048,1392210651,1392201076,2
26049,1392002486,1392173904,2
26050,1392009967,1392896319,2
26051,1392882660,1392896319,2
26052,1392277310,1392478231,2
26053,1392201076,1392173904,2
26054,1392173904,1392244776,2
26055,1392666013,1392589485,2
26056,1392460076,1392063126,2
26057,1392376631,1392114331,2
26058,1036501067,1036654340,2
26059,1643719954,1392114331,4
26060,1392478231,1392114331,2
26061,1392114331,1392589485,2
26062,1392589485,1392896319,2
26063,1392198315,1392244776,2
26064,1392244776,1392075695,2
26065,1392063126,1392691701,2
26066,1392896319,1392075695,2
26067,1392938739,1392709435,2
26068,1036699883,1036291219,2
26069,1643572665,1643364292,2
26070,1643364292,1643415310,2
26071,1392691701,1392571325,2
26072,1392710666,1392380358,4
26073,1643415310,1392972250,4
26074,1643720805,1643873847,2
26075,1643873847,1392468609,4
26076,1036624348,1036990765,2
26077,1036990765,1036463286,2
26078,1036463286,1036764173,2
26079,1392076834,1392709435,2
26080,1036654340,1036073093,2
26081,1036764173,1036633113,2
26082,1392571325,1392561023,2
26083,1392380358,1392972250,2
26084,1392470642,1392709435,2
26085,1392972250,1392026262,2
26086,1392568507,1392026262,2
26087,1392709435,1392026262,2
26088,1036291219,1036567186,2
26089,1392468609,1392026262,2
26090,1392026262,1392056780,2
26091,1643419980,1643703767,2
26092,1392487129,1392133580,2
26093,1036272226,1036571526,2
26094,1643703767,1643017767,2
26095,1036073093,1036674088,2
26096,1643017767,1643206913,2
26097,1643711002,1392903163,4
26098,1643206913,1392056780,4
26099,1392056780,1392903163,2
26100,1392903163,1392837636,2
26101,1036674088,1036572269,2
26102,1643780649,1643094568,2
26103,1598669271,1036412066,4
26104,1036031036,1036622618,2
26105,1392837636,1392138807,2
26106,1643094568,1392712158,4
26107,1036156498,1036738932,2
26108,1643874280,1643981807,2
26109,1392712158,1392138807,2
26110,1643617349,1643382256,2
26111,1392138807,1392645682,2
26112,1598923764,1036524751,4
26113,1643124244,1643731360,2
26114,1643017106,1643827519,2
26115,1392341428,1392133580,2
26116,1392800901,1392437281,2
26117,1392437281,1392133580,2
26118,1392557863,1392295028,2
26119,1392645682,1392608478,2
26120,1036134474,1036031812,2
26121,1392295028,1392561023,2
26122,1036220501,1036041769,2
26123,1036412066,1036533631,4
26124,1392133580,1392608478,2
26125,1036633113,1036622618,2
26126,1392608478,1392294466,2
26127,1598405100,1598428400,2
26128,1598467297,1036793708,4
26129,1598428400,1036793708,4
26130,1036781601,1036622618,2
26131,1392561023,1392099278,2
26132,1036793708,1036571526,2
26133,1036567186,1036524751,2
26134,1392099278,1392132388,2
26135,1392294466,1392810778,2
26136,1392132388,1392204790,2
26137,1036085175,1036754750,2
26138,1036738932,1036033175,2
26139,1598400611,1036769935,4
26140,1036572269,1036250832,2
26141,1036622618,1036476634,2
26142,1036769935,1036537913,2
26143,1036537913,1036250832,2
26144,1036696232,1036395326,2
26145,1392204790,1392192562,2
26146,1036571526,1036866154,2
26147,1036765457,1036797778,2
26148,1036870987,1036263278,2
26149,1392810778,1392811701,2
26150,1036754750,1036263278,2
26151,1036031812,1036524751,2
26152,1036524751,1036007778,2
26153,1036250832,1036376029,2
26154,1392642840,1392811701,2
26155,1036263278,1036797778,2
26156,1036797778,1036319529,2
26157,1036376029,1036388639,2
26158,1036319529,1036533631,4
26159,1036007778,1036292989,2
26160,1036388639,1036292989,2
26161,1392811701,1392557467,2
26162,1598000045,1036066082,4
26163,1392192562,1392017464,2
26164,1036519781,1036742059,2
26165,1316874021,1036292989,4
26166,1036292989,1036742059,2
26167,1316937540,1036066082,4
26168,1036066082,1036357414,2
26169,1036325219,1036394657,2
26170,1036740563,1036068932,2
26171,1598730976,1036001258,4
26172,1036533631,1036068932,2
26173,1036001258,1036041769,2
26174,1392557467,1392017464,2
26175,1036357414,1036742059,2
26176,1036068932,1036742059,2
26177,1036000064,1036788714,2
26178,1036041769,1036126828,2
26179,1036742059,1036617292,2
26180,1392367898,1392017464,2
26181,1036207188,1036910660,2
26182,1392930380,1392017464,2
26183,1036919223,1036788714,2
26184,1392017464,1840018677,4
26185,1036126828,1036275983,2
26186,1036275983,1036214023,2
26187,1036214023,1036476634,2
26188,1036284609,1036979225,2
26189,1036662782,1036476634,2
26190,1036476634,1036553015,2
26191,1036788714,1036823239,2
26192,1036617292,1036553015,2
26193,1598928169,1036553015,4
26194,1036030548,1036564546,2
26195,1036797275,1036053723,2
26196,1036823239,1036082142,2
26197,1036053723,1036063031,2
26198,1036456869,1036438159,2
26199,1036063031,1036458763,2
26200,1036553015,1036458763,2
26201,1036082142,1036102538,2
26202,1036415078,1036564546,2
26203,1036438159,1036733088,2
26204,1036797461,1036393902,2
26205,1036260821,1036458763,2
26206,1036393902,1036014544,2
26207,1580556972,1036016939,4
26208,1036016939,1036505934,2
26209,1598116558,1036934047,4
26210,1036505934,1036394657,2
26211,1598925932,1036934047,4
26212,1036564546,1036504084,2
26213,1036394657,1036575498,2
26214,1036504084,1036033175,2
26215,1036910660,1036033175,2
26216,1036074667,1036428480,2
26217,1036934047,1036395326,2
26218,1036458763,1036866154,2
26219,1036930229,1036014544,2
26220,1036563313,1036102538,2
26221,1036014544,1036750619,2
26222,1036238542,1036866154,2
26223,1036575498,1036799517,2
26224,1036733088,1036938861,2
